,game_date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_2,X_Coordinate_2,Y_Coordinate_2,Time_Remaining,event_id,TeamIdentity,std_X,std_X_2,std_Y,std_Y_2,euc_dist,Score_Differential,Game_State,timeElapsed,secLastTeamEvent,secLastAnyEvent,Manpower,Posession_Change,HQ_Pass
1452,2021-01-23,Minnesota Whitecaps,Boston Pride,3,6:27,5,4,2,1,Minnesota Whitecaps,Sydney Baldwin,Play,46,37,Direct,,,,Allie Thunstrom,70.0,76.0,387,1452,Home Team,46,70.0,37,76.0,45.79301256742124,1,Close Lead,"[194, 189]",194,189,Advantage,Yes,Yes
1454,2021-01-23,Minnesota Whitecaps,Boston Pride,3,6:18,5,4,2,1,Minnesota Whitecaps,Allie Thunstrom,Play,176,1,Indirect,,,,Meaghan Pezon,193.0,12.0,378,1454,Home Team,176,193.0,1,12.0,20.248456731316587,1,Close Lead,"[195, 195]",195,195,Advantage,No,Yes
1455,2021-01-23,Minnesota Whitecaps,Boston Pride,3,6:13,5,4,2,1,Minnesota Whitecaps,Meaghan Pezon,Play,161,10,Direct,,,,Allie Thunstrom,193.0,24.0,373,1455,Home Team,161,193.0,10,24.0,34.928498393145965,1,Close Lead,"[200, 198]",200,198,Advantage,Yes,Yes
1456,2021-01-23,Minnesota Whitecaps,Boston Pride,3,6:12,5,4,2,1,Minnesota Whitecaps,Allie Thunstrom,Play,193,16,Direct,,,,Meaghan Pezon,170.0,10.0,372,1456,Home Team,193,170.0,16,10.0,23.769728648009423,1,Close Lead,"[201, 199]",201,199,Advantage,Yes,Yes
1459,2021-01-23,Minnesota Whitecaps,Boston Pride,3,6:08,5,4,2,1,Minnesota Whitecaps,Maddie Rowe,Play,165,83,Indirect,,,,Meaghan Pezon,171.0,2.0,368,1459,Home Team,165,171.0,83,2.0,81.22191822408529,1,Close Lead,"[199, 199]",199,199,Advantage,No,Yes
1460,2021-01-23,Minnesota Whitecaps,Boston Pride,3,6:04,5,4,2,1,Minnesota Whitecaps,Meaghan Pezon,Play,171,2,Indirect,,,,Jonna Curtis,195.0,13.0,364,1460,Home Team,171,195.0,2,13.0,26.40075756488817,1,Close Lead,"[203, 200]",203,200,Advantage,Yes,Yes
1461,2021-01-23,Minnesota Whitecaps,Boston Pride,3,6:00,5,4,2,1,Minnesota Whitecaps,Jonna Curtis,Play,190,12,Direct,,,,Meaghan Pezon,165.0,7.0,360,1461,Home Team,190,165.0,12,7.0,25.495097567963924,1,Close Lead,"[207, 204]",207,204,Advantage,Yes,Yes
1462,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:59,5,4,2,1,Minnesota Whitecaps,Meaghan Pezon,Play,169,10,Direct,,,,Jonna Curtis,192.0,13.0,359,1462,Home Team,169,192.0,10,13.0,23.19482700948641,1,Close Lead,"[201, 201]",201,201,Advantage,No,Yes
1463,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:57,5,4,2,1,Minnesota Whitecaps,Jonna Curtis,Incomplete Play,189,21,Direct,,,,Allie Thunstrom,184.0,46.0,357,1463,Home Team,189,184.0,21,46.0,25.495097567963924,1,Close Lead,"[203, 200]",203,200,Advantage,Yes,No
1465,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:56,5,4,2,1,Minnesota Whitecaps,Jonna Curtis,Play,194,31,Direct,,,,Allie Thunstrom,182.0,44.0,356,1465,Home Team,194,182.0,31,44.0,17.691806012954128,1,Close Lead,"[197, 197]",197,197,Advantage,No,Yes
1472,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:49,5,4,2,1,Minnesota Whitecaps,Emma Stauber,Play,131,3,Indirect,,,,Meaghan Pezon,143.0,4.0,349,1472,Home Team,131,143.0,3,4.0,12.041594578792296,1,Close Lead,"[185, 185]",185,185,Advantage,No,Yes
1473,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:48,5,4,2,1,Minnesota Whitecaps,Meaghan Pezon,Play,143,4,Indirect,,,,Jonna Curtis,175.0,3.0,348,1473,Home Team,143,175.0,4,3.0,32.01562118716424,1,Close Lead,"[186, 186]",186,186,Advantage,No,Yes
1474,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:44,5,4,2,1,Minnesota Whitecaps,Jonna Curtis,Play,179,4,Direct,,,,Meaghan Pezon,155.0,5.0,344,1474,Home Team,179,155.0,4,5.0,24.020824298928627,1,Close Lead,"[190, 187]",190,187,Advantage,Yes,Yes
1475,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:43,5,4,2,1,Minnesota Whitecaps,Meaghan Pezon,Play,152,7,Direct,,,,Maddie Rowe,136.0,61.0,343,1475,Home Team,152,136.0,7,61.0,56.320511361314885,1,Close Lead,"[184, 184]",184,184,Advantage,No,Yes
1478,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:40,5,4,2,1,Boston Pride,Paige Capistran,Play,30,37,Direct,,,,Carlee Turner,53.0,26.0,340,1478,Away Team,170,147.0,48,59.0,25.495097567963924,-1,Close Trail,"[181, 181]",181,181,Shorthanded,No,No
1481,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:33,5,4,2,1,Minnesota Whitecaps,Amanda Leveille,Play,4,34,Indirect,,,,Emma Stauber,4.0,34.0,333,1481,Home Team,4,4.0,34,34.0,0.0,1,Close Lead,"[194, 184]",194,184,Advantage,Yes,Yes
1482,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:27,5,4,2,1,Minnesota Whitecaps,Emma Stauber,Incomplete Play,27,27,Indirect,,,,Stephanie Anderson,53.0,3.0,327,1482,Home Team,27,53.0,27,3.0,35.383612025908256,1,Close Lead,"[200, 190]",200,190,Advantage,Yes,No
1486,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:23,5,5,2,1,Boston Pride,Mallory Souliotis,Play,99,84,Indirect,,,,Jillian Dempsey,108.0,82.0,323,1486,Away Team,101,92.0,1,3.0,9.219544457292887,-1,Close Trail,"[185, 185]",185,185,Even,No,No
1488,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:18,5,5,2,1,Minnesota Whitecaps,Haley Mack,Play,61,1,Indirect,,,,Meghan Lorence,84.0,5.0,318,1488,Home Team,61,84.0,1,5.0,23.3452350598575,1,Close Lead,"[209, 185]",209,185,Even,Yes,No
1490,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:16,5,5,2,1,Boston Pride,Taylor Turnquist,Incomplete Play,104,80,Indirect,,,,Jillian Dempsey,124.0,82.0,316,1490,Away Team,96,76.0,5,3.0,20.09975124224178,-1,Close Trail,"[185, 185]",185,185,Even,No,No
1493,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:12,5,5,2,1,Boston Pride,Jillian Dempsey,Play,87,70,Direct,,,,McKenna Brand,106.0,15.0,312,1493,Away Team,113,94.0,15,70.0,58.18934610390462,-1,Close Trail,"[189, 183]",189,183,Even,Yes,Yes
1495,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:06,5,5,2,1,Boston Pride,Christina Putigna,Play,78,29,Direct,,,,Mallory Souliotis,61.0,19.0,306,1495,Away Team,122,139.0,56,66.0,19.723082923316017,-1,Close Trail,"[186, 183]",186,183,Even,Yes,Yes
1496,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:04,5,5,2,1,Boston Pride,Mallory Souliotis,Play,65,25,Direct,,,,McKenna Brand,121.0,80.0,304,1496,Away Team,135,79.0,60,5.0,78.49203781276162,-1,Close Trail,"[188, 184]",188,184,Even,Yes,Yes
1498,2021-01-23,Minnesota Whitecaps,Boston Pride,3,5:00,5,5,2,1,Boston Pride,McKenna Brand,Play,165,62,Indirect,,,,Christina Putigna,161.0,65.0,300,1498,Away Team,35,39.0,23,20.0,5.0,-1,Close Trail,"[185, 185]",185,185,Even,No,No
1499,2021-01-23,Minnesota Whitecaps,Boston Pride,3,4:57,5,5,2,1,Boston Pride,Christina Putigna,Incomplete Play,182,81,Indirect,,,,Jillian Dempsey,194.0,55.0,297,1499,Away Team,18,6.0,4,30.0,28.63564212655271,-1,Close Trail,"[187, 187]",187,187,Even,No,No
1501,2021-01-23,Minnesota Whitecaps,Boston Pride,3,4:52,5,5,2,1,Minnesota Whitecaps,Emma Stauber,Incomplete Play,45,80,Indirect,,,,Haley Mack,108.0,79.0,292,1501,Home Team,45,108.0,80,79.0,63.00793600809346,1,Close Lead,"[190, 190]",190,190,Even,No,No
1503,2021-01-23,Minnesota Whitecaps,Boston Pride,3,4:50,5,5,2,1,Boston Pride,Mallory Souliotis,Play,106,8,Direct,,,,Christina Putigna,114.0,68.0,290,1503,Away Team,94,86.0,77,17.0,60.53098380168623,-1,Close Trail,"[194, 189]",194,189,Even,Yes,Yes
1507,2021-01-23,Minnesota Whitecaps,Boston Pride,3,4:41,5,5,2,1,Minnesota Whitecaps,Sydney Baldwin,Incomplete Play,18,80,Indirect,,,,Allie Thunstrom,37.0,83.0,281,1507,Home Team,18,37.0,80,83.0,19.235384061671343,1,Close Lead,"[196, 193]",196,193,Even,Yes,No
1512,2021-01-23,Minnesota Whitecaps,Boston Pride,3,4:31,5,5,2,1,Minnesota Whitecaps,Chelsey Brodt-Rosenthal,Incomplete Play,15,75,Indirect,,,,Allie Thunstrom,46.0,78.0,271,1512,Home Team,15,46.0,75,78.0,31.144823004794873,1,Close Lead,"[196, 194]",196,194,Even,Yes,No
1514,2021-01-23,Minnesota Whitecaps,Boston Pride,3,4:28,5,5,2,1,Boston Pride,Christina Putigna,Incomplete Play,158,3,Indirect,,,,Tereza Vanisova,191.0,14.0,268,1514,Away Team,42,9.0,82,71.0,34.785054261852174,-1,Close Trail,"[197, 194]",197,194,Even,Yes,No
1516,2021-01-23,Minnesota Whitecaps,Boston Pride,3,4:24,5,5,2,1,Minnesota Whitecaps,Stephanie Anderson,Play,5,24,Indirect,,,,Sydney Baldwin,5.0,46.0,264,1516,Home Team,5,5.0,24,46.0,22.0,1,Close Lead,"[193, 193]",193,193,Even,No,No
1517,2021-01-23,Minnesota Whitecaps,Boston Pride,3,4:21,5,5,2,1,Minnesota Whitecaps,Sydney Baldwin,Incomplete Play,28,53,Direct,,,,Stephanie Anderson,82.0,14.0,261,1517,Home Team,28,82.0,53,14.0,66.61080993352356,1,Close Lead,"[193, 193]",193,193,Even,No,No
1525,2021-01-23,Minnesota Whitecaps,Boston Pride,3,4:08,5,5,2,1,Boston Pride,Taylor Turnquist,Incomplete Play,135,69,Direct,,,,Samantha Davis,177.0,67.0,248,1525,Away Team,65,23.0,16,18.0,42.04759208325728,-1,Close Trail,"[193, 193]",193,193,Even,No,No
1528,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:57,5,5,2,1,Boston Pride,Samantha Davis,Play,66,57,Direct,,,,Tereza Vanisova,85.0,79.0,237,1528,Away Team,134,115.0,28,6.0,29.068883707497267,-1,Close Trail,"[204, 198]",204,198,Even,Yes,No
1530,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:49,5,5,2,1,Minnesota Whitecaps,Maddie Rowe,Incomplete Play,49,80,Direct,,,,Allie Thunstrom,85.0,72.0,229,1530,Home Team,49,85.0,80,72.0,36.87817782917155,1,Close Lead,"[203, 203]",203,203,Even,No,No
1536,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:44,5,5,2,1,Minnesota Whitecaps,Jonna Curtis,Incomplete Play,85,71,Direct,,,,Audra Richards,95.0,65.0,224,1536,Home Team,85,95.0,71,65.0,11.6619037896906,1,Close Lead,"[200, 197]",200,197,Even,Yes,No
1538,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:43,5,5,2,1,Boston Pride,Tori Sullivan,Play,99,27,Direct,,,,Kaleigh Fratkin,77.0,40.0,223,1538,Away Team,101,123.0,58,45.0,25.553864678361283,-1,Close Trail,"[192, 192]",192,192,Even,No,Yes
1539,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:41,5,5,2,1,Boston Pride,Kaleigh Fratkin,Play,73,51,Direct,,,,Mallory Souliotis,62.0,24.0,221,1539,Away Team,127,138.0,34,61.0,29.154759474226502,-1,Close Trail,"[193, 193]",193,193,Even,No,Yes
1540,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:37,5,5,2,1,Boston Pride,Mallory Souliotis,Play,76,9,Direct,,,,Mary Parker,110.0,69.0,217,1540,Away Team,124,90.0,76,16.0,68.96375859826666,-1,Close Trail,"[197, 197]",197,197,Even,No,Yes
1544,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:30,5,5,2,1,Minnesota Whitecaps,Audra Richards,Incomplete Play,21,73,Indirect,,,,Meaghan Pezon,48.0,70.0,210,1544,Home Team,21,48.0,73,70.0,27.166155414412252,1,Close Lead,"[201, 200]",201,200,Even,Yes,No
1546,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:27,5,5,2,1,Boston Pride,Mallory Souliotis,Incomplete Play,148,4,Indirect,,,,Mary Parker,197.0,20.0,207,1546,Away Team,52,3.0,81,65.0,51.54609587543949,-1,Close Trail,"[200, 200]",200,200,Even,No,No
1548,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:23,5,5,2,1,Minnesota Whitecaps,Emma Stauber,Incomplete Play,33,77,Indirect,,,,Audra Richards,163.0,79.0,203,1548,Home Team,33,163.0,77,79.0,130.01538370516005,1,Close Lead,"[208, 200]",208,200,Even,Yes,No
1551,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:17,5,5,2,1,Boston Pride,Kaleigh Fratkin,Play,3,20,Indirect,,,,Mallory Souliotis,13.0,6.0,197,1551,Away Team,197,187.0,65,79.0,17.204650534085253,-1,Close Trail,"[206, 199]",206,199,Even,Yes,Yes
1552,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:13,5,5,2,1,Boston Pride,Mallory Souliotis,Play,31,6,Indirect,,,,Mary Parker,77.0,4.0,193,1552,Away Team,169,123.0,79,81.0,46.04345773288535,-1,Close Trail,"[200, 200]",200,200,Even,No,Yes
1554,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:05,5,5,2,1,Boston Pride,Mallory Souliotis,Play,10,59,Direct,,,,Lexie Laing,83.0,83.0,185,1554,Away Team,190,117.0,26,2.0,76.84399781375252,-1,Close Trail,"[205, 205]",205,205,Even,No,No
1555,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:03,5,5,2,1,Boston Pride,Lexie Laing,Incomplete Play,86,78,Direct,,,,Tori Sullivan,104.0,18.0,183,1555,Away Team,114,96.0,7,67.0,62.64183905346329,-1,Close Trail,"[202, 202]",202,202,Even,No,No
1557,2021-01-23,Minnesota Whitecaps,Boston Pride,3,3:02,5,5,2,1,Minnesota Whitecaps,Allie Thunstrom,Incomplete Play,97,35,Indirect,,,,Haylea Schmid,121.0,24.0,182,1557,Home Team,97,121.0,35,24.0,26.40075756488817,1,Close Lead,"[198, 196]",198,196,Even,Yes,No
1560,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:58,5,5,2,1,Boston Pride,Mary Parker,Incomplete Play,171,10,Indirect,,,,Tori Sullivan,158.0,6.0,178,1560,Away Team,29,42.0,75,79.0,13.601470508735444,-1,Close Trail,"[192, 192]",192,192,Even,No,No
1564,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:54,5,5,2,1,Boston Pride,Jillian Dempsey,Play,105,2,Direct,,,,Mallory Souliotis,66.0,24.0,174,1564,Away Team,95,134.0,83,61.0,44.77722635447622,-1,Close Trail,"[196, 186]",196,186,Even,Yes,Yes
1565,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:52,5,5,2,1,Boston Pride,Mallory Souliotis,Play,66,24,Direct,,,,Kaleigh Fratkin,73.0,71.0,172,1565,Away Team,134,127.0,61,14.0,47.51841748206689,-1,Close Trail,"[198, 185]",198,185,Even,Yes,No
1566,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:49,5,5,2,1,Boston Pride,Kaleigh Fratkin,Incomplete Play,74,82,Direct,,,,Jillian Dempsey,106.0,62.0,169,1566,Away Team,126,94.0,3,23.0,37.735924528226406,-1,Close Trail,"[201, 188]",201,188,Even,Yes,No
1568,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:47,5,5,2,1,Minnesota Whitecaps,Nina Rodgers,Play,111,6,Direct,,,,Haylea Schmid,124.0,16.0,167,1568,Home Team,111,124.0,6,16.0,16.401219466856727,1,Close Lead,"[182, 182]",182,182,Even,No,Yes
1569,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:46,5,5,2,1,Minnesota Whitecaps,Haylea Schmid,Play,124,15,Direct,,,,Allie Thunstrom,128.0,4.0,166,1569,Home Team,124,128.0,15,4.0,11.704699910719626,1,Close Lead,"[180, 180]",180,180,Even,No,Yes
1571,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:44,5,5,2,1,Minnesota Whitecaps,Allie Thunstrom,Play,130,6,Direct,,,,Nina Rodgers,138.0,32.0,164,1571,Home Team,130,138.0,6,32.0,27.202941017470888,1,Close Lead,"[178, 178]",178,178,Even,No,Yes
1574,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:40,5,5,2,1,Boston Pride,Christina Putigna,Play,69,45,Direct,,,,McKenna Brand,89.0,78.0,160,1574,Away Team,131,111.0,40,7.0,38.58756276314948,-1,Close Trail,"[174, 174]",174,174,Even,No,Yes
1578,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:35,5,5,2,1,Boston Pride,Jillian Dempsey,Incomplete Play,139,84,Direct,,,,Christina Putigna,157.0,45.0,155,1578,Away Team,61,43.0,1,40.0,42.953463189829066,-1,Close Trail,"[172, 172]",172,172,Even,No,No
1580,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:30,5,5,2,1,Minnesota Whitecaps,Emma Stauber,Play,4,38,Indirect,,,,Nina Rodgers,40.0,82.0,150,1580,Home Team,4,40.0,38,82.0,56.85068161420758,1,Close Lead,"[174, 174]",174,174,Even,No,No
1581,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:28,5,5,2,1,Minnesota Whitecaps,Nina Rodgers,Incomplete Play,40,82,Indirect,,,,Haylea Schmid,66.0,74.0,148,1581,Home Team,40,66.0,82,74.0,27.202941017470888,1,Close Lead,"[173, 173]",173,173,Even,No,No
1588,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:20,5,5,2,1,Minnesota Whitecaps,Emma Stauber,Incomplete Play,58,17,Indirect,,,,Stephanie Anderson,89.0,12.0,140,1588,Home Team,58,89.0,17,12.0,31.40063693621516,1,Close Lead,"[163, 163]",163,163,Even,No,No
1593,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:18,5,5,2,1,Minnesota Whitecaps,Emma Stauber,Play,71,2,Indirect,,,,Haley Mack,81.0,2.0,138,1593,Home Team,71,81.0,2,2.0,10.0,1,Close Lead,"[165, 150]",165,150,Even,Yes,No
1594,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:16,5,5,2,1,Minnesota Whitecaps,Haley Mack,Incomplete Play,83,2,Direct,,,,Stephanie Anderson,93.0,1.0,136,1594,Home Team,83,93.0,2,1.0,10.04987562112089,1,Close Lead,"[167, 144]",167,144,Even,Yes,No
1597,2021-01-23,Minnesota Whitecaps,Boston Pride,3,2:10,5,5,2,1,Boston Pride,Taylor Turnquist,Play,182,8,Direct,,,,Samantha Davis,178.0,4.0,130,1597,Away Team,18,22.0,77,81.0,5.656854249492381,-1,Close Trail,"[143, 143]",143,143,Even,No,Yes
1600,2021-01-23,Minnesota Whitecaps,Boston Pride,3,1:58,5,6,2,1,Boston Pride,Lauren Kelly,Play,139,68,Direct,,,,Taylor Turnquist,144.0,25.0,118,1600,Away Team,61,56.0,17,60.0,43.289721643826724,-1,Close Trail,"[143, 143]",143,143,Advantage,No,No
1609,2021-01-23,Minnesota Whitecaps,Boston Pride,3,1:46,4,5,2,1,Boston Pride,Lauren Kelly,Incomplete Play,130,84,Indirect,,,,Christina Putigna,157.0,64.0,106,1609,Away Team,70,43.0,1,21.0,33.60059523282288,-1,Close Trail,"[142, 142]",142,142,Advantage,No,No
1611,2021-01-23,Minnesota Whitecaps,Boston Pride,3,1:43,4,5,2,1,Boston Pride,Jillian Dempsey,Play,108,83,Direct,,,,Taylor Turnquist,80.0,53.0,103,1611,Away Team,92,120.0,2,32.0,41.03656905736639,-1,Close Trail,"[140, 140]",140,140,Advantage,No,Yes
1612,2021-01-23,Minnesota Whitecaps,Boston Pride,3,1:42,4,5,2,1,Boston Pride,Taylor Turnquist,Play,80,53,Indirect,,,,McKenna Brand,118.0,3.0,102,1612,Away Team,120,82.0,32,82.0,62.80127387243032,-1,Close Trail,"[139, 139]",139,139,Advantage,No,Yes
1614,2021-01-23,Minnesota Whitecaps,Boston Pride,3,1:37,4,5,2,1,Boston Pride,McKenna Brand,Play,150,4,Indirect,,,,Christina Putigna,174.0,1.0,97,1614,Away Team,50,26.0,81,84.0,24.186773244895647,-1,Close Trail,"[139, 139]",139,139,Advantage,No,No
1619,2021-01-23,Minnesota Whitecaps,Boston Pride,3,1:21,4,5,2,1,Boston Pride,Lauren Kelly,Play,151,17,Direct,,,,McKenna Brand,171.0,7.0,81,1619,Away Team,49,29.0,68,78.0,22.36067977499789,-1,Close Trail,"[154, 140]",154,140,Advantage,Yes,Yes
1620,2021-01-23,Minnesota Whitecaps,Boston Pride,3,1:17,4,5,2,1,Boston Pride,McKenna Brand,Play,183,77,Direct,,,,Taylor Turnquist,141.0,73.0,77,1620,Away Team,17,59.0,8,12.0,42.190046219457976,-1,Close Trail,"[139, 139]",139,139,Advantage,No,Yes
1621,2021-01-23,Minnesota Whitecaps,Boston Pride,3,1:14,4,5,2,1,Boston Pride,Taylor Turnquist,Play,129,58,Direct,,,,McKenna Brand,143.0,81.0,74,1621,Away Team,71,57.0,27,4.0,26.925824035672523,-1,Close Trail,"[141, 141]",141,141,Advantage,No,Yes
1624,2021-01-23,Minnesota Whitecaps,Boston Pride,3,1:10,4,5,2,1,Boston Pride,Lauren Kelly,Incomplete Play,178,35,Direct,,,,Jillian Dempsey,180.0,46.0,70,1624,Away Team,22,20.0,50,39.0,11.180339887498945,-1,Close Trail,"[140, 140]",140,140,Advantage,No,No
1628,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:56,4,5,2,1,Minnesota Whitecaps,Allie Thunstrom,Incomplete Play,196,44,Direct,,,,Stephanie Anderson,107.0,50.0,56,1628,Home Team,196,107.0,44,50.0,89.20201791439474,1,Close Lead,"[155, 144]",155,144,Shorthanded,Yes,No
1630,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:51,4,5,2,1,Boston Pride,McKenna Brand,Play,31,43,Direct,,,,Lauren Kelly,30.0,5.0,51,1630,Away Team,169,170.0,42,80.0,38.01315561749642,-1,Close Trail,"[145, 145]",145,145,Advantage,No,No
1631,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:49,4,5,2,1,Boston Pride,Lauren Kelly,Incomplete Play,49,4,Direct,,,,Kaleigh Fratkin,96.0,71.0,49,1631,Away Team,151,104.0,81,14.0,81.8413098624405,-1,Close Trail,"[147, 143]",147,143,Advantage,Yes,No
1636,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:29,4,6,2,1,Boston Pride,Samantha Davis,Play,194,71,Direct,,,,Tereza Vanisova,199.0,58.0,29,1636,Away Team,6,1.0,14,27.0,13.92838827718412,-1,Close Trail,"[158, 152]",158,152,Advantage,Yes,Yes
1637,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:28,4,6,2,1,Boston Pride,Tereza Vanisova,Play,199,58,Direct,,,,Taylor Wenczkowski,176.0,66.0,28,1637,Away Team,1,24.0,27,19.0,24.35159132377184,-1,Close Trail,"[159, 153]",159,153,Advantage,Yes,Yes
1638,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:26,4,6,2,1,Boston Pride,Taylor Wenczkowski,Play,176,77,Direct,,,,Kaleigh Fratkin,131.0,65.0,26,1638,Away Team,24,69.0,8,20.0,46.57252408878007,-1,Close Trail,"[153, 153]",153,153,Advantage,No,Yes
1639,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:23,4,6,2,1,Boston Pride,Kaleigh Fratkin,Play,131,67,Direct,,,,Mallory Souliotis,151.0,18.0,23,1639,Away Team,69,49.0,18,67.0,52.92447448959697,-1,Close Trail,"[156, 156]",156,156,Advantage,No,Yes
1640,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:17,4,6,2,1,Boston Pride,Mallory Souliotis,Incomplete Play,179,3,Indirect,,,,Samantha Davis,192.0,12.0,17,1640,Away Team,21,8.0,82,73.0,15.811388300841895,-1,Close Trail,"[159, 159]",159,159,Advantage,No,No
1642,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:14,4,6,2,1,Boston Pride,Meghara McManus,Play,195,62,Direct,,,,Samantha Davis,196.0,40.0,14,1642,Away Team,5,4.0,23,45.0,22.02271554554524,-1,Close Trail,"[158, 158]",158,158,Advantage,No,Yes
1643,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:09,4,6,2,1,Boston Pride,Samantha Davis,Play,181,82,Direct,,,,Kaleigh Fratkin,131.0,73.0,9,1643,Away Team,19,69.0,3,12.0,50.80354318352215,-1,Close Trail,"[161, 161]",161,161,Advantage,No,Yes
1646,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:05,4,6,2,1,Boston Pride,Samantha Davis,Play,187,57,Indirect,,,,Meghara McManus,197.0,27.0,5,1646,Away Team,13,3.0,28,58.0,31.622776601683796,-1,Close Trail,"[165, 157]",165,157,Advantage,Yes,No
1647,2021-01-23,Minnesota Whitecaps,Boston Pride,3,0:03,4,6,2,1,Boston Pride,Meghara McManus,Incomplete Play,191,24,Direct,,,,Kaleigh Fratkin,174.0,40.0,3,1647,Away Team,9,26.0,61,45.0,23.3452350598575,-1,Close Trail,"[167, 156]",167,156,Advantage,Yes,No
1651,2021-01-23,Buffalo Beauts,Connecticut Whale,1,19:58,5,5,0,0,Connecticut Whale,Tori Howran,Play,80,29,Direct,,,,Shannon Doyle,69.0,67.0,1198,2,Away Team,120,131.0,56,18.0,39.56008088970496,0,Tied,"[1, 1]",1,1,Even,No,Yes
1652,2021-01-23,Buffalo Beauts,Connecticut Whale,1,19:55,5,5,0,0,Connecticut Whale,Shannon Doyle,Play,49,62,Direct,,,,Tori Howran,38.0,18.0,1195,3,Away Team,151,162.0,23,67.0,45.35416188179427,0,Tied,"[1, 1]",1,1,Even,No,Yes
1653,2021-01-23,Buffalo Beauts,Connecticut Whale,1,19:54,5,5,0,0,Connecticut Whale,Tori Howran,Play,46,8,Direct,,,,Nicole Guagliardo,90.0,9.0,1194,4,Away Team,154,110.0,77,76.0,44.01136216933078,0,Tied,"[2, 2]",2,2,Even,No,Yes
1654,2021-01-23,Buffalo Beauts,Connecticut Whale,1,19:53,5,5,0,0,Connecticut Whale,Nicole Guagliardo,Play,90,9,Direct,,,,Kayla Friesen,104.0,25.0,1193,5,Away Team,110,96.0,76,60.0,21.2602916254693,0,Tied,"[3, 0]",3,0,Even,Yes,Yes
1658,2021-01-23,Buffalo Beauts,Connecticut Whale,1,19:48,5,5,0,0,Buffalo Beauts,Alyson Matteau,Play,2,57,Indirect,,,,Erin Gehen,23.0,81.0,1188,9,Home Team,2,23.0,57,81.0,31.89043743820395,0,Tied,"[0, 0]",0,0,Even,No,Yes
