,game_date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_2,X_Coordinate_2,Y_Coordinate_2,Time_Remaining,event_id,TeamIdentity,std_X,std_X_2,std_Y,std_Y_2,euc_dist,Score_Differential,Game_State,timeElapsed,secLastTeamEvent,secLastAnyEvent,Manpower,HQ_Pass
7425,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,6:38,5,4,0,0,Olympic (Women) - United States,Hannah Brandt,Incomplete Play,191,13,Direct,,,,Emily Pfalzer,133.0,33.0,398,7426,Home Team,191,133.0,13,33.0,61.3514466,0,Tied,"[4, 4]",4,4,Advantage,No
7429,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,6:35,5,4,0,0,Olympic (Women) - United States,Emily Pfalzer,Play,82,49,Direct,,,,Megan Keller,119.0,80.0,395,7430,Home Team,82,119.0,49,80.0,48.27007354,0,Tied,"[0, 0]",0,0,Advantage,Yes
7430,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,6:33,5,4,0,0,Olympic (Women) - United States,Megan Keller,Play,87,84,Indirect,,,,Emily Pfalzer,18.0,77.0,393,7431,Home Team,87,18.0,84,77.0,69.35416354,0,Tied,"[2, 2]",2,2,Advantage,Yes
7431,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,6:28,5,4,0,0,Olympic (Women) - United States,Emily Pfalzer,Play,16,52,Direct,,,,Amanda Kessel,52.0,77.0,388,7432,Home Team,16,52.0,52,77.0,43.829214,0,Tied,"[5, 5]",5,5,Advantage,Yes
7433,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,6:24,5,4,0,0,Olympic (Women) - United States,Amanda Kessel,Play,146,79,Direct,,,,Dani Cameranesi,158.0,51.0,384,7434,Home Team,146,158.0,79,51.0,30.46309242,0,Tied,"[0, 0]",0,0,Advantage,Yes
7436,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,6:21,5,4,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,8,35,Indirect,,,,Meaghan Mikkelson,2.0,32.0,381,7437,Away Team,192,198.0,50,53.0,6.708203932000001,0,Tied,"[0, 0]",0,0,Shorthanded,No
7439,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,6:16,5,4,0,0,Olympic (Women) - Canada,Blayre Turnbull,Play,19,4,Indirect,,,,Laura Stacey,69.0,6.0,376,7440,Away Team,181,131.0,81,79.0,50.03998401,0,Tied,"[1, 1]",1,1,Shorthanded,Yes
7442,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,6:06,5,4,0,0,Olympic (Women) - United States,Megan Keller,Play,9,10,Indirect,,,,Hannah Brandt,4.0,32.0,366,7443,Home Team,9,4.0,10,32.0,22.56102835,0,Tied,"[1, 1]",1,1,Advantage,Yes
7443,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,6:02,5,4,0,0,Olympic (Women) - United States,Hannah Brandt,Play,16,15,Indirect,,,,Hilary Knight,14.0,19.0,362,7444,Home Team,16,14.0,15,19.0,4.472135955,0,Tied,"[4, 4]",4,4,Advantage,Yes
7444,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:53,5,4,0,0,Olympic (Women) - United States,Hilary Knight,Play,11,44,Indirect,,,,Kacey Bellamy,3.0,46.0,353,7445,Home Team,11,3.0,44,46.0,8.246211251,0,Tied,"[9, 9]",9,9,Advantage,Yes
7445,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:50,5,4,0,0,Olympic (Women) - United States,Kacey Bellamy,Play,50,37,Direct,,,,Hilary Knight,81.0,79.0,350,7446,Home Team,50,81.0,37,79.0,52.20153254,0,Tied,"[3, 3]",3,3,Advantage,Yes
7449,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:43,5,4,0,0,Olympic (Women) - Canada,Renata Fast,Incomplete Play,20,82,Indirect,,,,Bailey Bram,47.0,78.0,343,7450,Away Team,180,153.0,3,7.0,27.29468813,0,Tied,"[0, 0]",0,0,Shorthanded,No
7451,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:39,5,4,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Play,170,4,Indirect,,,,Brianna Decker,153.0,3.0,339,7452,Home Team,170,153.0,4,3.0,17.02938637,0,Tied,"[0, 0]",0,0,Advantage,Yes
7452,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:38,5,4,0,0,Olympic (Women) - United States,Brianna Decker,Play,153,3,Direct,,,,Kacey Bellamy,132.0,10.0,338,7453,Home Team,153,132.0,3,10.0,22.13594362,0,Tied,"[1, 1]",1,1,Advantage,Yes
7453,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:36,5,4,0,0,Olympic (Women) - United States,Kacey Bellamy,Play,137,19,Direct,,,,Sidney Morin,136.0,57.0,336,7454,Home Team,137,136.0,19,57.0,38.01315562,0,Tied,"[2, 2]",2,2,Advantage,Yes
7456,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:32,5,4,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Play,180,79,Indirect,,,,Hilary Knight,195.0,72.0,332,7457,Home Team,180,195.0,79,72.0,16.55294536,0,Tied,"[1, 1]",1,1,Advantage,No
7458,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:29,5,4,0,0,Olympic (Women) - Canada,Laura Fortino,Incomplete Play,27,0,Indirect,,,,Sarah Nurse,54.0,10.0,329,7459,Away Team,173,146.0,85,75.0,28.792360100000003,0,Tied,"[2, 2]",2,2,Shorthanded,No
7460,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:27,5,4,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Incomplete Play,157,85,Direct,,,,Sidney Morin,130.0,82.0,327,7461,Home Team,157,130.0,85,82.0,27.16615541,0,Tied,"[2, 2]",2,2,Advantage,No
7462,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:24,5,4,0,0,Olympic (Women) - United States,Sidney Morin,Play,113,83,Direct,,,,Kacey Bellamy,91.0,39.0,324,7463,Home Team,113,91.0,83,39.0,49.193495500000004,0,Tied,"[0, 0]",0,0,Advantage,Yes
7463,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:22,5,4,0,0,Olympic (Women) - United States,Kacey Bellamy,Play,92,23,Direct,,,,Brianna Decker,132.0,4.0,322,7464,Home Team,92,132.0,23,4.0,44.28317965,0,Tied,"[2, 2]",2,2,Advantage,Yes
7465,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:17,5,4,0,0,Olympic (Women) - United States,Brianna Decker,Incomplete Play,164,21,Direct,,,,Hilary Knight,171.0,48.0,317,7466,Home Team,164,171.0,21,48.0,27.89265136,0,Tied,"[4, 4]",4,4,Advantage,No
7467,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:17,5,4,0,0,Olympic (Women) - Canada,Renata Fast,Play,19,64,Direct,,,,Bailey Bram,29.0,59.0,317,7468,Away Team,181,171.0,21,26.0,11.18033989,0,Tied,"[0, 0]",0,0,Shorthanded,No
7468,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:16,5,4,0,0,Olympic (Women) - Canada,Bailey Bram,Incomplete Play,29,59,Indirect,,,,Renata Fast,14.0,70.0,316,7469,Away Team,171,186.0,26,15.0,18.60107524,0,Tied,"[1, 1]",1,1,Shorthanded,No
7470,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:12,5,4,0,0,Olympic (Women) - United States,Brianna Decker,Incomplete Play,178,3,Direct,,,,Sidney Morin,132.0,30.0,312,7471,Home Team,178,132.0,3,30.0,53.33854141,0,Tied,"[2, 2]",2,2,Advantage,No
7474,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:07,5,4,0,0,Olympic (Women) - United States,Sidney Morin,Play,65,29,Direct,,,,Brianna Decker,90.0,13.0,307,7475,Home Team,65,90.0,29,13.0,29.68164416,0,Tied,"[2, 2]",2,2,Advantage,Yes
7475,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,5:03,5,4,0,0,Olympic (Women) - United States,Brianna Decker,Play,72,53,Direct,,,,Jocelyne Lamoureux,111.0,79.0,303,7476,Home Team,72,111.0,53,79.0,46.87216658,0,Tied,"[4, 4]",4,4,Advantage,Yes
7477,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:58,5,4,0,0,Olympic (Women) - United States,Jocelyne Lamoureux,Play,186,73,Indirect,,,,Monique Lamoureux,164.0,1.0,298,7478,Home Team,186,164.0,73,1.0,75.2861209,0,Tied,"[3, 3]",3,3,Advantage,Yes
7478,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:54,5,4,0,0,Olympic (Women) - United States,Monique Lamoureux,Play,179,2,Indirect,,,,Jocelyne Lamoureux,199.0,19.0,294,7479,Home Team,179,199.0,2,19.0,26.248809499999997,0,Tied,"[4, 4]",4,4,Advantage,Yes
7479,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:53,5,4,0,0,Olympic (Women) - United States,Jocelyne Lamoureux,Incomplete Play,199,19,Direct,,,,Kelly Pannek,159.0,24.0,293,7480,Home Team,199,159.0,19,24.0,40.31128874,0,Tied,"[1, 1]",1,1,Advantage,No
7481,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:42,5,5,0,0,Olympic (Women) - United States,Cayla Barnes,Play,27,44,Direct,,,,Kelly Pannek,44.0,11.0,282,7482,Home Team,27,44.0,44,11.0,37.12142239,0,Tied,"[5, 5]",5,5,Even,Yes
7482,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:40,5,5,0,0,Olympic (Women) - United States,Kelly Pannek,Play,94,19,Direct,,,,Monique Lamoureux,130.0,26.0,280,7483,Home Team,94,130.0,19,26.0,36.67424164,0,Tied,"[2, 2]",2,2,Even,No
7485,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:38,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Play,60,58,Direct,,,,Meghan Agosta,63.0,34.0,278,7486,Away Team,140,137.0,27,51.0,24.18677324,0,Tied,"[0, 0]",0,0,Even,No
7489,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:33,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,20,1,Indirect,,,,Meghan Agosta,21.0,3.0,273,7490,Away Team,180,179.0,84,82.0,2.236067977,0,Tied,"[0, 0]",0,0,Even,No
7494,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:26,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Play,11,16,Indirect,,,,Lauriane Rougeau,5.0,57.0,266,7495,Away Team,189,195.0,69,28.0,41.43669871,0,Tied,"[0, 0]",0,0,Even,No
7495,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:24,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Incomplete Play,13,72,Indirect,,,,Jocelyne Larocque,51.0,79.0,264,7496,Away Team,187,149.0,13,6.0,38.63935817,0,Tied,"[2, 2]",2,2,Even,No
7497,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:21,5,5,0,0,Olympic (Women) - United States,Emily Pfalzer,Incomplete Play,103,5,Indirect,,,,Meghan Duggan,110.0,17.0,261,7498,Home Team,103,110.0,5,17.0,13.89244399,0,Tied,"[2, 2]",2,2,Even,No
7502,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:11,5,5,0,0,Olympic (Women) - Canada,Meaghan Mikkelson,Incomplete Play,161,23,Direct,,,,Lauriane Rougeau,165.0,24.0,251,7503,Away Team,39,35.0,62,61.0,4.123105626,0,Tied,"[0, 0]",0,0,Even,No
7504,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:07,5,5,0,0,Olympic (Women) - United States,Emily Pfalzer,Incomplete Play,27,68,Direct,,,,Amanda Pelkey,122.0,60.0,247,7505,Home Team,27,122.0,68,60.0,95.33624704,0,Tied,"[3, 3]",3,3,Even,No
7506,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,4:03,5,5,0,0,Olympic (Women) - Canada,Shannon Szabados,Incomplete Play,6,40,Indirect,,,,Lauriane Rougeau,32.0,4.0,243,7507,Away Team,194,168.0,45,81.0,44.40720662,0,Tied,"[1, 1]",1,1,Even,No
7508,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:58,5,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Incomplete Play,41,1,Indirect,,,,Rebecca Johnston,70.0,2.0,238,7509,Away Team,159,130.0,84,83.0,29.01723626,0,Tied,"[2, 2]",2,2,Even,No
7510,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:55,5,5,0,0,Olympic (Women) - United States,Dani Cameranesi,Incomplete Play,100,83,Indirect,,,,Gigi Marvin,119.0,84.0,235,7511,Home Team,100,119.0,83,84.0,19.02629759,0,Tied,"[0, 0]",0,0,Even,No
7513,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:50,5,5,0,0,Olympic (Women) - Canada,Rebecca Johnston,Play,76,68,Direct,,,,Brigette Lacquette,51.0,54.0,230,7514,Away Team,124,149.0,17,31.0,28.65309756,0,Tied,"[0, 0]",0,0,Even,Yes
7514,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:48,5,5,0,0,Olympic (Women) - Canada,Brigette Lacquette,Play,52,54,Direct,,,,Jocelyne Larocque,45.0,30.0,228,7515,Away Team,148,155.0,31,55.0,25.0,0,Tied,"[2, 2]",2,2,Even,Yes
7515,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:45,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Play,74,1,Direct,,,,Brianne Jenner,115.0,4.0,225,7516,Away Team,126,85.0,84,81.0,41.10960958,0,Tied,"[3, 3]",3,3,Even,Yes
7519,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:43,5,5,0,0,Olympic (Women) - United States,Kali Flanagan,Play,55,85,Indirect,,,,Amanda Kessel,61.0,80.0,223,7520,Home Team,55,61.0,85,80.0,7.810249676000001,0,Tied,"[0, 0]",0,0,Even,Yes
7520,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:40,5,5,0,0,Olympic (Women) - United States,Amanda Kessel,Play,73,82,Indirect,,,,Dani Cameranesi,105.0,4.0,220,7521,Home Team,73,105.0,82,4.0,84.30895563,0,Tied,"[3, 3]",3,3,Even,Yes
7525,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:32,5,5,0,0,Olympic (Women) - Canada,Brianne Jenner,Play,23,72,Direct,,,,Jocelyne Larocque,1.0,42.0,212,7526,Away Team,177,199.0,13,43.0,37.20215048,0,Tied,"[2, 2]",2,2,Even,Yes
7526,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:30,5,5,0,0,Olympic (Women) - Canada,Jocelyne Larocque,Play,5,29,Direct,,,,Rebecca Johnston,39.0,2.0,210,7527,Away Team,195,161.0,56,83.0,43.41658669,0,Tied,"[2, 2]",2,2,Even,Yes
7527,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:29,5,5,0,0,Olympic (Women) - Canada,Rebecca Johnston,Play,55,5,Direct,,,,Jennifer Wakefield,104.0,37.0,209,7528,Away Team,145,96.0,80,48.0,58.52349955,0,Tied,"[1, 1]",1,1,Even,Yes
7531,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:24,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Incomplete Play,29,28,Direct,,,,Hannah Brandt,50.0,33.0,204,7532,Home Team,29,50.0,28,33.0,21.58703314,0,Tied,"[0, 0]",0,0,Even,No
7533,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:22,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Play,3,40,Direct,,,,Kali Flanagan,10.0,59.0,202,7534,Home Team,3,10.0,40,59.0,20.24845673,0,Tied,"[0, 0]",0,0,Even,Yes
7534,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:10,5,5,0,0,Olympic (Women) - United States,Kali Flanagan,Play,28,76,Direct,,,,Kacey Bellamy,27.0,46.0,190,7535,Home Team,28,27.0,76,46.0,30.01666204,0,Tied,"[12, 12]",12,12,Even,Yes
7535,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:08,5,5,0,0,Olympic (Women) - United States,Kacey Bellamy,Play,48,38,Direct,,,,Brianna Decker,104.0,47.0,188,7536,Home Team,48,104.0,38,47.0,56.71860365,0,Tied,"[2, 2]",2,2,Even,Yes
7537,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:05,5,5,0,0,Olympic (Women) - United States,Brianna Decker,Play,155,11,Direct,,,,Kendall Coyne Schofield,147.0,4.0,185,7538,Home Team,155,147.0,11,4.0,10.63014581,0,Tied,"[1, 1]",1,1,Even,Yes
7538,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:04,5,5,0,0,Olympic (Women) - United States,Kendall Coyne Schofield,Play,178,5,Direct,,,,Hilary Knight,169.0,29.0,184,7539,Home Team,178,169.0,5,29.0,25.63201124,0,Tied,"[1, 1]",1,1,Even,No
7539,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,3:01,5,5,0,0,Olympic (Women) - United States,Hilary Knight,Play,191,13,Indirect,,,,Megan Keller,128.0,2.0,181,7540,Home Team,191,128.0,13,2.0,63.95310782,0,Tied,"[3, 3]",3,3,Even,No
7541,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:54,5,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Play,96,81,Direct,,,,Marie-Philip Poulin,103.0,63.0,174,7542,Away Team,104,97.0,4,22.0,19.31320792,0,Tied,"[3, 3]",3,3,Even,Yes
7552,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:38,5,5,0,0,Olympic (Women) - Canada,Marie-Philip Poulin,Play,165,79,Direct,,,,Melodie Daoust,195.0,58.0,158,7553,Away Team,35,5.0,6,27.0,36.61966685,0,Tied,"[1, 1]",1,1,Even,No
7553,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:33,5,5,0,0,Olympic (Women) - Canada,Melodie Daoust,Incomplete Play,162,84,Indirect,,,,Meghan Agosta,182.0,81.0,153,7554,Away Team,38,18.0,1,4.0,20.22374842,0,Tied,"[5, 5]",5,5,Even,No
7555,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:30,5,5,0,0,Olympic (Women) - United States,Emily Pfalzer,Play,3,34,Indirect,,,,Brianna Decker,3.0,21.0,150,7556,Home Team,3,3.0,34,21.0,13.0,0,Tied,"[0, 0]",0,0,Even,Yes
7556,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:25,5,5,0,0,Olympic (Women) - United States,Brianna Decker,Play,66,27,Direct,,,,Hilary Knight,98.0,15.0,145,7557,Home Team,66,98.0,27,15.0,34.17601498,0,Tied,"[5, 5]",5,5,Even,Yes
7560,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:19,5,5,0,0,Olympic (Women) - Canada,Meghan Agosta,Incomplete Play,92,81,Direct,,,,Blayre Turnbull,119.0,54.0,139,7561,Away Team,108,81.0,4,31.0,38.18376618,0,Tied,"[1, 1]",1,1,Even,No
7562,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:14,5,5,0,0,Olympic (Women) - United States,Cayla Barnes,Play,10,74,Indirect,,,,Lee Stecklein,4.0,38.0,134,7563,Home Team,10,4.0,74,38.0,36.49657518,0,Tied,"[1, 1]",1,1,Even,Yes
7563,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:11,5,5,0,0,Olympic (Women) - United States,Lee Stecklein,Play,24,12,Direct,,,,Monique Lamoureux,65.0,38.0,131,7564,Home Team,24,65.0,12,38.0,48.54894438,0,Tied,"[3, 3]",3,3,Even,Yes
7567,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:04,5,5,0,0,Olympic (Women) - Canada,Lauriane Rougeau,Play,6,31,Indirect,,,,Natalie Spooner,4.0,64.0,124,7568,Away Team,194,196.0,54,21.0,33.06055051,0,Tied,"[0, 0]",0,0,Even,No
7568,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,2:00,5,5,0,0,Olympic (Women) - Canada,Natalie Spooner,Incomplete Play,51,81,Direct,,,,Lauriane Rougeau,73.0,48.0,120,7569,Away Team,149,127.0,4,37.0,39.66106403,0,Tied,"[4, 4]",4,4,Even,No
7572,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,1:49,5,5,0,0,Olympic (Women) - United States,Jocelyne Lamoureux,Play,144,60,Direct,,,,Cayla Barnes,143.0,79.0,109,7573,Home Team,144,143.0,60,79.0,19.02629759,0,Tied,"[6, 6]",6,6,Even,Yes
7576,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,1:43,5,5,0,0,Olympic (Women) - United States,Sidney Morin,Play,134,80,Direct,,,,Meghan Duggan,158.0,81.0,103,7577,Home Team,134,158.0,80,81.0,24.0208243,0,Tied,"[2, 2]",2,2,Even,No
7577,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,1:42,5,5,0,0,Olympic (Women) - United States,Meghan Duggan,Incomplete Play,172,84,Direct,,,,Amanda Pelkey,153.0,54.0,102,7578,Home Team,172,153.0,84,54.0,35.51056181,0,Tied,"[1, 1]",1,1,Even,No
7585,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,1:31,5,4,0,0,Olympic (Women) - United States,Megan Keller,Play,162,83,Indirect,,,,Dani Cameranesi,169.0,84.0,91,7586,Home Team,162,169.0,83,84.0,7.071067812000001,0,Tied,"[2, 2]",2,2,Advantage,Yes
7586,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,1:23,5,4,0,0,Olympic (Women) - United States,Dani Cameranesi,Play,192,77,Direct,,,,Hannah Brandt,192.0,77.0,83,7587,Home Team,192,192.0,77,77.0,0.0,0,Tied,"[8, 8]",8,8,Advantage,No
7587,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,1:22,5,4,0,0,Olympic (Women) - United States,Hannah Brandt,Play,193,71,Indirect,,,,Amanda Kessel,199.0,39.0,82,7588,Home Team,193,199.0,71,39.0,32.55764119,0,Tied,"[1, 1]",1,1,Advantage,No
7590,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,1:13,5,4,0,0,Olympic (Women) - United States,Hannah Brandt,Incomplete Play,195,12,Indirect,,,,Amanda Kessel,189.0,16.0,73,7591,Home Team,195,189.0,12,16.0,7.211102551000001,0,Tied,"[0, 0]",0,0,Advantage,No
7594,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,1:07,5,4,0,0,Olympic (Women) - United States,Maddie Rooney,Play,34,31,Direct,,,,Emily Pfalzer,32.0,24.0,67,7595,Home Team,34,32.0,31,24.0,7.280109888999999,0,Tied,"[2, 2]",2,2,Advantage,Yes
7595,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,1:04,5,4,0,0,Olympic (Women) - United States,Emily Pfalzer,Play,38,25,Direct,,,,Megan Keller,77.0,68.0,64,7596,Home Team,38,77.0,25,68.0,58.05170109,0,Tied,"[3, 3]",3,3,Advantage,Yes
7598,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:59,5,4,0,0,Olympic (Women) - United States,Hilary Knight,Play,119,69,Direct,,,,Sidney Morin,92.0,74.0,59,7599,Home Team,119,92.0,69,74.0,27.45906044,0,Tied,"[0, 0]",0,0,Advantage,Yes
7599,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:57,5,4,0,0,Olympic (Women) - United States,Sidney Morin,Play,93,66,Direct,,,,Kacey Bellamy,92.0,19.0,57,7600,Home Team,93,92.0,66,19.0,47.01063709,0,Tied,"[2, 2]",2,2,Advantage,Yes
7600,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:55,5,4,0,0,Olympic (Women) - United States,Kacey Bellamy,Play,93,14,Direct,,,,Sidney Morin,78.0,49.0,55,7601,Home Team,93,78.0,14,49.0,38.07886553,0,Tied,"[2, 2]",2,2,Advantage,Yes
7601,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:53,5,4,0,0,Olympic (Women) - United States,Sidney Morin,Play,93,52,Direct,,,,Hilary Knight,122.0,80.0,53,7602,Home Team,93,122.0,52,80.0,40.31128874,0,Tied,"[2, 2]",2,2,Advantage,Yes
7603,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:50,5,4,0,0,Olympic (Women) - United States,Hilary Knight,Play,157,84,Indirect,,,,Brianna Decker,182.0,4.0,50,7604,Home Team,157,182.0,84,4.0,83.81527307,0,Tied,"[2, 2]",2,2,Advantage,Yes
7604,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:45,5,4,0,0,Olympic (Women) - United States,Brianna Decker,Play,167,4,Direct,,,,Sidney Morin,134.0,52.0,45,7605,Home Team,167,134.0,4,52.0,58.24946352,0,Tied,"[5, 5]",5,5,Advantage,Yes
7607,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:40,5,4,0,0,Olympic (Women) - United States,Brianna Decker,Play,191,10,Indirect,,,,Kacey Bellamy,133.0,2.0,40,7608,Home Team,191,133.0,10,2.0,58.54912467,0,Tied,"[0, 0]",0,0,Advantage,Yes
7608,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:38,5,4,0,0,Olympic (Women) - United States,Kacey Bellamy,Play,130,9,Direct,,,,Sidney Morin,129.0,60.0,38,7609,Home Team,130,129.0,9,60.0,51.00980298,0,Tied,"[2, 2]",2,2,Advantage,Yes
7609,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:32,5,4,0,0,Olympic (Women) - United States,Sidney Morin,Play,198,45,Direct,,,,Brianna Decker,199.0,45.0,32,7610,Home Team,198,199.0,45,45.0,1.0,0,Tied,"[6, 6]",6,6,Advantage,Yes
7610,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:29,5,4,0,0,Olympic (Women) - United States,Brianna Decker,Play,198,41,Direct,,,,Sidney Morin,174.0,13.0,29,7611,Home Team,198,174.0,41,13.0,36.87817783,0,Tied,"[3, 3]",3,3,Advantage,Yes
7618,2/21/2018,Olympic (Women) - United States,Olympic (Women) - Canada,1,0:18,5,5,1,0,Olympic (Women) - Canada,Jocelyne Larocque,Play,19,51,Direct,,,,Laura Fortino,35.0,14.0,18,7619,Away Team,181,165.0,34,71.0,40.31128874,-1,Close Trail,"[2, 2]",2,2,Even,No
